Engine Type,Engine Power,Distance,Towing Speed,Tow Type,Tow Size,Wind Speed,Current Speed,Wave Height,Sea State,Water Depth,Wind Direction,Maintenance History,Fuel Consumption,Pilotage Point,Berthing Point,Waypoints,Traffic
1,3000,29,9.45264625598719,0,1173,2.6652307823123444,0.46843200031913756,0.8755652562338477,3.6072230637571185,15.061194796471574,6,2,939.6802242708854,"(-86.15066422164617, 33.10522135387316)","(-2.0809944766271116, -73.99938846287392)","[(-49.30325243476373, 109.13438558493078), (7.470949668005474, -95.59558130577072), (-83.16539663587847, 108.67219664328229), (-71.15469241768695, -54.32114955653918)]",38
0,3000,20,5.696553747009136,1,5910,1.2307541760244622,0.991565026565032,2.1483359907492967,4.866720205348099,15.766148725117148,0,2,932.7932248205482,"(78.31016169068556, -47.13684877870875)","(12.357141737994283, -63.374490497296534)","[(-20.08080065683643, -35.7826512406246), (-13.753431108754612, -95.45125533884257), (-23.539237609515737, -61.193806689987824), (-36.938423847341305, 142.80094796609814)]",36
1,2000,46,5.244769934569411,0,6382,2.0616993723302857,0.584817969119412,0.45679771246726675,2.0687031064787584,19.753730925318344,3,0,1120.7188339803859,"(72.17162608944633, 176.41947968678625)","(54.775584079192186, 107.45435302929013)","[(25.021035127978493, 24.15902984832752), (36.06049841354802, 25.139592590427156)]",38
1,2000,46,2.86530432881597,1,9301,8.035313823527257,1.7748199482103273,0.15965054032112724,2.56671735379253,16.923965166038876,6,0,1193.7079982510693,"(26.52098639705639, 89.5847540491124)","(38.38551792445111, 111.73684320629536)","[(-27.240635066840973, 163.86719502039944)]",2
0,1000,4,6.857289923476327,2,7848,10.47476738483397,0.6288865061463949,1.334544810012272,3.1391439414281614,15.960922341437913,3,2,812.2291596939053,"(57.87049670253825, 163.41375000649094)","(-81.99519992887667, -91.27700002190186)","[(-61.93266198837929, 68.2529306819336)]",44
1,3000,1,9.015262003373145,0,6777,2.3184146240855052,1.065754804430125,0.6116887482534368,1.341562066857012,8.627650194041873,4,2,704.7457860101194,"(-88.14291321313367, 3.281988955716429)","(-73.38968550114109, -167.4692498878709)","[(-39.13220943201526, -171.93165827969023), (-5.87031168228971, 140.81260032515667)]",19
1,2000,26,6.895113984152328,1,9861,18.738179758042648,0.3289537640650966,0.6732273049890662,4.979043078897929,16.463644948962603,4,0,1344.645927175921,"(73.11157873431978, -10.04138642495326)","(-84.11292561028132, -148.41363050529372)","[(-69.53296545578084, 2.6333870755464375), (40.13236701628222, 56.432383057967826), (-7.383512140736784, 2.399939298758312)]",8
0,1000,35,6.029628628513727,0,2951,3.667960711593097,1.5275030142826915,2.2455947282259525,4.9710601901118885,13.453715959612033,6,0,506.13700199798046,"(-72.05230069669517, -19.280353027424383)","(46.85799544531665, -78.56410178474925)","[(-77.4802615110339, -95.2121063040861), (61.36065112568576, -135.35614574492064)]",21
1,3000,22,5.380639833486054,0,5049,19.776834820612887,1.673423457901311,1.1321516793637536,1.1286217845982804,8.233178976469947,3,0,860.0222290100796,"(-26.00067945249959, 7.703953610118731)","(-15.337164752827078, 89.02075845061273)","[(50.20012168593135, -170.62773513807127)]",39
1,1000,21,9.365332465056056,2,6110,12.745443619208972,0.40013861168490683,0.7198082792341433,2.6347108385259235,11.505474885736067,2,1,807.6719817661772,"(-64.58766092010453, 26.6144215347295)","(-29.8587391506069, -170.68920496177572)","[(7.014855358631536, 62.95283097911687), (-23.95729064024242, 36.56051876607245)]",31
0,3000,39,5.515817001634192,2,6510,16.356231182739837,1.5816623858597485,2.1189409912984463,4.808130475747686,6.048220843734253,3,0,1296.3505891912005,"(-10.884497182150568, 104.88403917507048)","(89.2956222721482, -116.92207223822115)","[(-48.413692098833124, -141.26121793106452), (-41.0298742425436, -76.42751791439366), (33.98886929537237, 20.405287889057377)]",18
0,1000,23,6.474802238329125,0,7548,16.041130098780712,1.9706621607338854,0.10023886435837315,3.8177558293472753,19.762316543749925,5,1,903.72045148157,"(18.450730216918473, 170.12095071364666)","(49.539552382129756, -38.53060410817869)","[(-8.472512888196064, -167.67214406944078), (80.68575088925525, 21.20842455936463), (63.516024076829495, 1.7716367699255215), (51.85170832085589, -76.01505588008331)]",24
1,2000,33,8.91638069311,2,3396,3.7056091642979183,1.2952468261619947,1.191771274745896,4.087851720640861,17.149839437618624,3,1,928.08112574526,"(-6.070724482268275, 42.38897004246854)","(15.116697645306687, -131.16266182146862)","[(-14.369805531945062, 90.13048310216686), (-26.014290664664713, -72.99944323315587), (-40.30640586690899, 84.11096263162278)]",7
0,2000,41,3.5597608815566293,2,6172,6.0527389785529735,0.6788537222727888,0.2468866798365199,0.49567658765987566,14.547400881613578,6,1,909.1003922876437,"(-84.12131337444089, 176.5024257135927)","(72.31802804077472, -73.61402953457487)","[(-64.507882549866, -45.81737590507353), (76.39890728429481, 18.278785481153932)]",25
1,2000,12,5.443222723159254,0,4059,18.916546096139378,0.14002750772351313,2.944489873730081,2.9253224086889595,18.90547465515386,5,1,536.5373453558221,"(-80.7971411212862, 24.55981428353286)","(49.7004738041266, -146.54995744975676)","[(-52.20290231728257, -3.531949201713388)]",10
0,1000,27,3.088034231073361,2,8462,17.460349215809067,0.46713961461885867,2.819844908845335,1.3623472286957994,5.117710121105392,6,2,929.5769242389808,"(-0.515583541224359, 168.82195329445574)","(-49.4479713791394, -36.46650672302019)","[(-56.83536965478898, -152.24170354681792), (18.08296117482878, -68.34018897544448)]",1
0,1000,40,7.4302419152954045,0,3111,8.205642667743714,1.953709308395612,1.806785191323711,3.995003696083666,17.13701805608111,7,0,608.3096766118163,"(71.26693135800355, -41.4648779416618)","(-41.87880470219193, -7.232990167042175)","[(45.50248927630889, 110.21791399946756)]",10
0,1000,24,3.6920437527799423,0,9027,13.850262863021017,0.7578824117778289,1.6618922713264426,3.045987839590582,14.661845632730394,1,2,991.3090500667187,"(-60.50759803002879, -45.15916815988385)","(-68.81092867063722, -169.29763440941986)","[(73.72877402882972, -87.73135369720984), (5.536082448835359, 105.69816402496309), (89.28556604147195, 63.217864521941635), (-64.18386180815668, -34.64952561943744)]",15
1,2000,48,3.2345974741765193,1,5239,15.7023383575597,1.8767571313093088,2.59927051973792,0.5431878786395133,8.543639600721527,3,1,834.4213575209458,"(40.159483008753, -104.2384997851045)","(-14.500974094954401, -177.8707443430275)","[(41.698907957684725, 155.43496645850513), (27.982737934360003, -161.92916213906665), (-29.823513043597615, -111.8872929436271)]",43
1,1000,13,5.608815538559566,0,7050,13.608895299800889,0.48304283023216676,1.1144117430712237,3.5483717596990667,10.334559612701973,5,2,777.9146020012744,"(16.13017518392398, -33.69456782846831)","(25.460442685718505, 175.74685173714215)","[(-43.60769451117999, 179.15224011309942), (51.74920748340804, 158.16767459228618), (63.31047654438592, -58.38114729629069), (-48.69674399457948, 134.02110472603476)]",5
0,3000,44,2.667136565466688,1,9998,16.16204753639571,0.7055002094855594,1.7322559393984005,4.9199333116953285,10.016372074040579,7,2,1351.8620266416028,"(41.326129611439626, 4.50260435530555)","(47.31755961592478, -11.479244962498655)","[(-71.0355689476745, 132.5613212468665), (-11.901739300660978, 27.018835902422296), (-52.013465960184, -55.56070669678489)]",41
0,1000,32,3.4795984178860975,2,4047,17.455408113388543,0.03043996365165924,0.029007929997143078,4.897672794319194,19.006752824392684,3,1,516.0471493723552,"(-24.502607852093448, 150.99191938909212)","(71.74168924993708, 3.77211515818928)","[(87.52672904079589, -100.28719927802705), (1.4002266917998156, 133.07420727298916)]",18
1,2000,37,7.036549886758482,1,8748,19.258121989702566,0.650856544781991,0.11858177800550662,0.92656912419468,18.665010370128932,6,0,1395.5046916201277,"(-14.131149498893791, 158.20048658330057)","(28.842645621400678, 89.87668132244238)","[(-70.52857096562475, -65.06901984512277), (75.39975766132864, 9.736624805860089), (17.900959250077705, -16.732314349624914)]",19
0,3000,20,4.112663746152858,0,2671,6.600315494621709,1.4226397334121683,2.7424919727579815,4.395386429122652,14.02379705932029,0,1,513.8598247691715,"(75.93807395080316, -134.18368090399767)","(82.73159361269643, 42.69563996135622)","[(37.6983790123837, -55.731322647003466), (-23.050934518595895, -44.97365518089356)]",5
1,3000,17,4.892117957121435,0,4542,0.32160099708756107,1.522744694540717,2.8806208720455184,0.7462207176464458,8.279219115764871,3,0,703.6980158131933,"(-20.247055853868574, 89.28034605262047)","(83.80837902543499, 101.06776349114148)","[(-31.988629837623883, 171.31683286972185), (-45.47809988443738, -100.59022367908037), (-45.52903773338608, 148.87814963060953)]",15
0,3000,1,2.314450764292867,2,2377,13.554595642389145,1.8726266914247787,1.1265353239092248,2.728490565725135,5.053965058897836,3,0,244.64335229287863,"(-39.04124857080285, -178.59458301928683)","(-81.77806426501574, -0.7244018680532349)","[(3.681511623300665, 114.65440275662951), (-5.03138245437421, -121.05340806721502)]",18
0,1000,21,7.87840762209426,2,4998,19.383016693688802,0.15410189437875177,1.9159190220648907,3.314318682642346,8.736341908868685,3,1,665.2465600639795,"(-80.12972020161207, -123.8046145370863)","(-8.359744817755342, -89.02127681748355)","[(-30.116262838956153, 120.35015988404945)]",2
1,2000,41,9.204501519101164,2,3139,14.767158602572481,0.20734112583630626,1.8612319164694109,0.7408781774831513,9.92788886498307,4,0,1068.6691245662955,"(27.820920067167307, -101.39398686019717)","(34.434500221570474, 18.129326359178975)","[(-64.25728116343998, 31.129407818995702), (-4.691307230336292, -65.98574830440543)]",24
1,1000,3,2.4267062371022607,2,3940,10.023161982892132,0.21198208796914653,0.5403515028352693,4.873154023212978,17.89114657906238,1,2,401.2801187113068,"(43.69406624490196, -12.256434078780927)","(13.168076902304605, 88.71321904044754)","[(-34.123943544030574, -42.58333279400256), (2.1801377456545623, 123.33858720101267), (18.036486341557463, -156.6535016248349)]",16
0,2000,45,8.755203409691608,0,8084,18.643853810354855,0.8043752032783913,2.004709369319321,3.606174995733208,16.097513060376315,5,0,1596.3683068722448,"(73.8370647947263, -127.65671334393274)","(23.086393784257183, 135.08767121683388)","[(43.476184434338506, 134.70033499495707), (-42.45949017123464, -22.837439850462346)]",35
1,3000,12,6.902218016074401,0,9862,14.192289005879715,1.2541928306735504,1.5662400042310436,0.4579974795095887,16.80761997729494,2,0,1234.6798485786785,"(-21.166452898731706, 111.14477163070615)","(27.184960962870207, -2.1196405293918588)","[(47.451376357825524, -123.74071568417898), (62.051054326786215, -16.475046330408418)]",0
1,2000,18,3.955297112651677,1,6679,7.0168212298654575,1.6480218162224385,1.7165281383791613,2.579451354697234,7.0435227731499905,5,1,810.2906960554604,"(55.65184048969121, 170.91570027767034)","(-13.442276024294713, 121.5866199304283)","[(68.94213303475118, 31.072889521217775), (-25.113333517830668, 172.61926996402684), (58.694626030394346, -123.32093876160559)]",25
0,2000,48,6.431792437974171,1,6711,10.33472839726719,0.718503704516769,1.0671665378604276,1.0978093528680062,5.265760491834476,4,0,1288.5520740455204,"(-2.029237915801559, 150.0519755347118)","(-88.2500934455319, -31.070426881090782)","[(-59.07629265754831, 95.57434529761315), (44.64269826223034, 42.41733150458569), (0.015120229376719863, 13.993316383452509)]",2
0,3000,30,7.146894679315351,1,3355,9.771275161206876,0.22132326736645713,1.0208033228253366,1.7366883949916416,5.153617060198869,7,2,978.7205211383816,"(-69.50725820196502, 8.11292182362331)","(5.561039616278535, 88.42033146855726)","[(-3.9140528823141665, -32.15035857969008), (68.55203502275936, 125.63687891116967), (-89.22962577159345, -6.411112475524618)]",30
0,2000,17,9.176134477165878,0,6820,8.892489869932474,0.6118953287986306,0.36777118535142994,2.105703078472027,9.70907445994348,3,0,993.9885722236398,"(22.841931602134835, -107.43306322057535)","(-0.4666008839566871, -75.29807864456266)","[(-13.376046036097307, -150.60935053246695), (32.67801877925906, -32.04356737215849), (75.26297266454819, -31.45846575567964), (-19.793717967847684, -175.5505771962603)]",3
0,2000,24,4.909116243263553,1,9762,17.130561903408204,1.2069383524574504,1.4105202382838273,0.33414699435937,8.223814247539645,6,1,1211.8375796766506,"(-65.59048093147288, -45.35781340774878)","(33.912772354741605, 96.09753705161944)","[(72.99418546368048, 24.930220834870767), (55.78642203301692, -155.8049570225113), (-6.504379028149344, -33.463726825735506), (20.028826494389094, -17.261536499737247)]",26
0,2000,20,8.729021290742608,2,1705,6.927170341239817,0.1478797345473879,2.278677539025735,2.1029725585040673,8.009307734291289,2,2,519.6608516297043,"(-46.02378242634546, -137.65408351844948)","(-88.34156684034454, 155.68598249968682)","[(25.47374846074618, 139.84553453188937), (-76.34339520489053, 15.091379898374413), (-40.48989167871363, 130.4442036080688), (60.897120791248085, -48.11728320668041)]",3
1,1000,26,4.044456703667732,0,3846,10.554074568436123,1.0748027513989793,1.106311682576186,3.070527633333086,14.545305034105686,5,2,489.7558742953611,"(-40.43157503264105, 59.29268472667994)","(21.66529137740403, 2.8381372455438907)","[(71.22181181108328, -99.61990721769979), (-73.7361603053559, 123.12637940163256), (-1.1864710472477782, -125.15006967624714)]",28
1,1000,38,4.814061959092912,2,1351,12.567151728786472,1.0236604899277189,0.4199961166069366,0.5720633535982544,15.727126702522968,6,0,318.03435444553065,"(-38.10203281649849, -122.62050540531955)","(-2.0430205439855342, -139.912422722597)","[(81.672375102894, -97.89897166028194), (-76.05702761112681, 28.262906430992672), (67.44241569245173, -93.19933136966064), (64.16132480544152, 122.37440929427419)]",29
0,3000,40,9.493480457562875,0,4004,11.810491956301219,1.5886761166932717,0.6917781989791612,2.561319065176807,15.607763840990973,3,0,1539.617654907545,"(45.70389861140285, -99.33342140089933)","(27.524208642687327, -114.14082938504552)","[(-21.871282352678946, -164.69899122768084), (54.82486817374601, -148.6638266540732), (-53.78984603960292, 88.2234205623256)]",2
1,2000,27,2.1486553249226574,0,3157,13.358917215595959,1.7064719536092563,1.7645938503552974,3.911747418005806,11.958543015862894,6,0,431.72738754582355,"(42.38029999886359, 144.32839841643602)","(-48.506999385058975, -124.72986827200702)","[(89.26165536858369, -162.11666090725222)]",44
0,3000,16,4.968885374604795,2,4117,19.40459168812375,0.6061311151042699,2.6862040136423673,0.8605583276318363,8.47435111922488,6,0,650.2064979810302,"(41.57685683615193, 68.28445725947378)","(-40.829587305804765, 27.265201828136924)","[(29.479011885615023, -4.849889154829441), (36.06206013357237, 47.25858933614538), (-80.42677541953977, 167.19179273591192)]",31
1,1000,38,9.96994499530388,2,4422,8.384739980215388,0.2385080716248682,0.377002297153361,1.1756609907790776,14.483911306911937,5,0,821.0579098215475,"(-87.25024937623583, 51.661768386010095)","(82.96988412548276, -118.0757526186249)","[(-4.074333273017359, 1.0734916209030132), (41.24326256218646, -20.119836297311764), (-60.280464436419585, 34.875759815924965), (-29.529415589561353, -12.283625270716016)]",36
0,2000,48,5.337759127397904,1,5173,13.246101741070719,1.3330352589414738,2.8915277799677996,1.7569159896388302,15.977641909806051,2,1,1029.7248762301988,"(54.044577058866736, -100.79460932107776)","(-78.78393314059758, 133.00460119608852)","[(-22.05721645223477, -93.94783961015764), (25.96014694394995, -0.7111718611708397), (81.51341127195676, 84.87255679841644)]",1
1,1000,11,6.581159813281899,2,5780,0.4132044264034085,1.4671389048431593,1.3993614378757568,0.38184488934692007,6.515531288807989,0,1,650.3927579461009,"(-59.226394605784236, 0.5862958659314756)","(47.66092824517676, 165.11847859582633)","[(13.430612990239226, 156.58836959170077), (-54.29159351869353, 31.27572368108079), (-59.420797597893134, 153.3615871682635)]",20
1,2000,32,7.9830416845258565,2,2353,12.550293670567337,1.5731009917897631,1.0380691500180874,3.787628422493268,9.45351435868335,6,2,746.2146678096549,"(-11.105286233953294, -31.21534145948283)","(-42.03311827280847, -172.6949927345621)","[(-2.2579565633993894, 17.119246470337487)]",5
0,3000,38,4.235495471176233,1,2460,7.508322073260163,1.8640156738172688,1.4718794323180109,1.185951907091345,9.545351722215452,3,1,728.8464837140906,"(42.1717159777653, -21.792109469183345)","(63.007331862074835, 112.82933613768694)","[(-33.47240778382063, 67.37287141840855), (-23.042611853989527, 36.86279283947698), (-17.100928783771792, -163.13999746479465), (7.188175390513464, -98.46739733752176)]",42
1,2000,2,2.358024089576409,2,6386,8.857109271341539,1.3774588695185261,1.3749249955295921,0.4010617020547186,14.63278911301656,3,1,648.0320963583057,"(55.54976564505873, -111.58420900796425)","(-3.2328641021378104, 140.0176300149945)","[(-60.77782068954252, 14.283794169868543), (-73.57662447841759, 142.54156301334348), (39.727331082368096, -101.14859709098978)]",21
0,3000,28,8.545192350647469,2,1061,4.370471936019431,1.0210542132027052,0.0262331597899067,2.6169699485306013,8.132580470419953,7,1,823.8961574543874,"(-49.698830045561685, -91.84050859476005)","(-41.464685985560955, -43.17190128344305)","[(-86.22951011244622, 135.8709554911198), (70.67988581905914, -59.00969409940116), (-17.352078645200805, -15.691817548749583)]",9
1,2000,37,2.3567673884352676,2,3465,5.372332595714367,1.700907522341159,0.42670777969696794,3.5471623834911914,13.27863032845273,2,1,520.9007867442098,"(-42.21631640396825, 2.3515659661614734)","(-63.44361716335952, 169.81485291201926)","[(28.51991687404643, 63.18459281582136), (12.03808491995261, -17.36621758505339)]",18
1,2000,36,5.272754772339716,0,2098,5.3179589784511165,0.7073868071784595,0.5563590696294535,1.1351472391856259,8.136028568608104,0,0,589.4383436084595,"(71.42598573744641, 175.25371423647567)","(44.35429017132947, -1.8401162122066523)","[(86.85480326201645, -67.55707181569949), (43.78073913305428, -21.51670035180345)]",29
0,1000,40,5.032487884588314,0,3548,17.370007648011615,0.3038648771900465,1.3113059216631207,3.0981993579954885,19.732698397588322,3,2,556.0995153835325,"(-44.274555967986785, 15.599442952307413)","(2.623709517072797, -63.300141633386446)","[(-8.917230288670822, -103.76492873753101)]",35
1,2000,9,3.012579551769532,2,8461,14.497416428210508,0.15324924649247396,0.6820215890758485,3.780255386236461,17.779759047290153,5,2,900.3264319318516,"(-7.8386618488565745, 11.092125644496463)","(32.40736029212495, 125.1274565133375)","[(54.856693010905616, 135.12188847170927), (25.70596893245761, 96.06105661289905), (84.54489517751793, -140.32460059197916), (-47.78029605637844, -49.64198357273182)]",47
1,1000,38,4.940075387430418,1,3621,9.017361554806445,1.3915444316152425,1.670052456386653,4.845769731307279,11.38202983360096,7,0,549.8228647223559,"(34.93197404831818, -59.495015034263275)","(1.394122109013864, 152.3342272182859)","[(-68.22996466825487, 154.48774360007639), (39.276161945523256, 43.82628638486264), (9.136859324282355, -113.56210957446703), (-49.37634348138956, 159.11409226437394)]",4
1,2000,24,5.014642720148866,1,8463,2.1322212956982622,0.7953211094686774,2.408563732387722,3.169106652622667,16.034196945156484,7,0,1087.0028505671457,"(-37.76023211477032, -119.62729022274549)","(38.074368995724456, 78.48045080121096)","[(-57.07377328839235, 13.49970056042693), (-16.082166670868148, -175.18057336031018), (-80.97969501415503, 157.13961174738682), (3.1001941699273345, -67.95305788851554)]",32
1,1000,35,7.905879766428961,1,2050,3.9619197007218254,1.018866934615666,1.2379325825226895,4.148430558661941,11.449423375965763,3,1,481.70579182501365,"(-28.459563269791182, -42.323375793097284)","(58.835914244075525, 164.4272932543389)","[(-5.465679856624874, -35.70526957619359)]",5
1,3000,18,5.645986913686397,1,1979,9.031918200986622,1.4772074627385148,2.1734980707480758,2.3575129667722097,16.610043691823087,4,0,502.7832933390655,"(16.81865335675562, 72.63804673907285)","(-26.13970966142554, -159.63532094094265)","[(40.540088207380194, -21.42114850763363), (6.7461351676335966, 135.9632522338453), (53.322847807724514, -120.57521799978477)]",22
1,3000,33,9.816966089900486,1,4248,5.772332897073151,0.5138072708907364,0.38440494469494213,2.5211056414431154,12.621535039290364,1,1,1396.679642900148,"(78.79639280359919, -52.655683545326454)","(-46.20589078446339, -84.86070144768183)","[(-85.0540285468023, -110.08294735260871), (-62.274062819756594, 109.4596020863001), (57.35976009022602, -40.79325434052461)]",22
0,3000,3,9.853110046664389,1,6245,17.50038910208993,1.2901263146397224,2.390274408244603,3.102257142310953,9.095988298885098,6,0,713.1779904199796,"(30.67457828797906, 160.21823726988242)","(46.89058772118844, 1.5626913545049206)","[(41.247154447022154, -56.73220325170722), (-38.5502802129144, 67.95547157893066), (-5.029335365308512, 72.50597870108888)]",24
0,3000,35,8.899966071331392,2,1673,8.717632735682848,0.04339122387738037,0.41931112187237585,3.4530384109543535,10.337009339180055,1,2,1101.796437489796,"(20.259113648309963, -78.54768267266942)","(4.814191661230623, 58.03787371211621)","[(-70.16016590602855, 115.6243040652497), (-85.7707821236097, -44.70133805437564), (78.92884798194416, 124.08926220823025)]",47
0,2000,48,2.619099571142206,1,9500,8.37069190033732,1.3651461754088745,1.7686914196294736,0.2761991771079608,9.976124403371642,1,1,1201.4335588296517,"(-33.348934865197776, -52.940697552153935)","(-65.85632105873474, -120.36174948642926)","[(60.94043513513131, -23.159893952708586), (58.43114246503126, -98.91507231509273), (27.721072872490538, -79.43625021341117)]",34
0,3000,12,9.323964989067408,0,3052,17.246836742607698,1.0098751560248291,2.3342410937090294,2.681271439884743,7.84776837812368,5,0,640.8627396064267,"(-70.10986380789434, -165.55852537301695)","(24.79608172320947, 105.9065335816918)","[(80.38056157413979, 50.799714930743534), (-11.860298375397292, -15.044865122794164), (59.328854629089335, -21.579522680476828), (-51.005263937936455, 126.89856304068661)]",8
1,1000,26,6.078110178030592,0,1455,19.807208965670704,0.8049716934237179,1.430762584126402,0.09087804988334891,19.841113895578424,5,2,303.53086462879537,"(-70.72522127718646, 56.45688709856964)","(-55.10646700637583, -60.72131063151531)","[(62.660576551865745, 121.21018376177034)]",0
0,2000,49,3.7726657098086154,0,2441,3.330794368009562,0.07700954201595356,0.026789614173295728,3.2332787793186806,10.522289139499115,5,2,613.8212395612443,"(78.88377345413517, 103.19485183831802)","(10.976601228230166, -167.8096554343508)","[(6.91080578849953, 79.58991978406618), (-6.523016154972211, 159.16532463938796), (10.65799712365569, 14.92426082203363)]",27
0,1000,46,2.368439807982228,1,2266,18.793232249680422,0.467584745785969,2.3486980148521255,2.094326620207323,16.49881394184063,2,1,335.5482311671825,"(-48.54429783730733, 146.9502930600146)","(34.887712802723684, -36.66821986711969)","[(-16.00313563690753, 153.80683595493463), (-74.93052826241659, -71.78778923188172)]",46
1,3000,20,7.369124202907233,2,5366,5.473485990849419,0.08778870891162494,2.9191441382994383,2.220429175788719,17.336402084316425,4,0,978.747452174434,"(-53.10217214883745, -145.81534668324343)","(-27.742386811406597, -163.29560553597688)","[(71.44145508711728, -95.8540115724007), (-0.9489505259805071, -138.40716184325885)]",2
1,1000,37,4.478249999078281,1,5641,15.78208868471361,0.2549164188340014,2.5345774694332692,3.8938246934633574,16.929795882812584,5,1,729.7952499658965,"(28.5798066858992, -156.06265457893184)","(54.02826359476737, -147.9991389965116)","[(81.87733520336207, -99.34611959839411), (-6.9468254067405155, 98.75480345763788)]",45
1,1000,36,9.320963817060363,0,3263,17.49587115729357,1.4235207904669829,1.6492656845247424,2.721212436754039,18.675381486294857,5,2,661.8546974141731,"(5.426186510265225, -122.10618061392879)","(-53.41205555168666, -140.6870452632498)","[(-39.72869468797218, 122.81185799358104), (-5.732384031038464, -55.53699719415357)]",42
0,3000,37,9.185897278176835,0,1176,1.491019730863823,0.5567220036278477,0.267312021963817,4.396914172245025,5.056973028996338,7,2,1137.2345978776286,"(20.06642911168612, 65.38613240430655)","(-20.88463256883898, 75.56087775971619)","[(81.10045927527398, 151.6230715005113), (85.62545016187596, -73.94004594467685), (-67.84615645775773, 98.60444259018453), (53.93323259778742, 126.0639773029232)]",24
0,2000,14,4.417626303332654,2,1137,19.98082481166176,1.602165875244031,0.8802385999492133,3.5343370386553508,8.706350626614746,0,1,237.39353649331434,"(-35.307468707177, 16.39335582098181)","(-60.20361242548644, -63.028097499418095)","[(-67.77295369072532, 160.92261636799032), (-35.562631963367714, 99.22404161512947), (21.968318102482385, 111.46586968028299)]",0
1,3000,19,6.557760955673512,1,8474,18.635799892444517,0.7930988103214194,1.7792151278071422,1.4119074853557483,13.025658211872598,7,2,1221.1923744733904,"(61.66323500861043, -57.24573796483409)","(11.119724125895189, 39.250941240806384)","[(-30.751979086652767, 94.74042286076059), (7.723341102186595, 115.02823517110971), (-44.19897322692695, 155.23100510719001)]",18
0,2000,15,7.643906238090468,0,3915,1.123461960501586,0.475146010172244,2.6582224495520093,3.11376078046842,12.045014270875903,3,2,620.817187142714,"(1.2510692626718196, 166.53168729169772)","(60.08167774969476, -108.68193314733533)","[(73.36949288918245, 139.64396324097413), (35.71868088221919, -103.7758353529428)]",47
1,1000,42,4.196221225125576,2,5138,14.694327994174838,1.5693353659518143,0.1672490360952109,3.888759880907122,14.060948142593052,4,0,690.0412914552743,"(2.176271408261968, 172.71153071946634)","(-59.28037848724879, -165.67877571511528)","[(-50.23666024001025, -31.455116617137975), (88.00631425406579, -27.943683442651235), (20.10150658642013, 88.06673374428777)]",36
0,1000,45,8.099122509207593,0,5454,3.4997100773915513,0.8629173882917802,1.731544081282672,0.6850434399722038,13.51473116727456,6,0,909.8605129143416,"(58.732553415803324, 118.31077298173074)","(-36.34302969024107, -71.15278432125217)","[(-85.13988706345873, -42.43992061554789), (-28.495955449675982, -153.44827792892198)]",22
0,2000,35,7.442384663380202,1,1451,5.658354637182206,0.23882507886517912,2.7666208525250933,0.3944997949089041,8.795118443854085,0,0,666.0669264366142,"(-51.70905517441204, -36.30870293950042)","(-56.651376394722156, -39.10156591643684)","[(70.63139296035584, 158.15756941496613)]",38
0,1000,37,5.936319776079997,0,4015,6.934594529652694,1.6277153162700515,1.844433729581831,4.16294886118793,14.000747509247379,7,2,621.1438317149599,"(10.790600360016171, -175.02934044227925)","(-71.88893845305502, 70.68764121105278)","[(7.348846195263775, 69.78826181090636), (54.50463279830103, 118.96895987446294), (-39.686919100142156, 34.770794364428355)]",23
1,1000,34,6.856614336331561,2,6805,2.432632659894811,1.7879131810789142,1.265214760977449,1.0647262844692769,10.83105619658858,1,2,913.6248874352731,"(-84.8856759785679, 103.20603227725252)","(58.271059772492634, -71.19241706959251)","[(-69.37767346502314, 63.250519460522014)]",37
0,3000,17,7.803925143446726,2,1184,3.237230565724525,1.1946975386677792,0.4746780687430945,1.779100616424099,12.84797257133267,5,0,516.400182315783,"(88.02566926152679, 154.0011925861408)","(-87.91066881249624, -81.65512671513139)","[(-37.34790362471698, -117.97508361487564), (-79.49175368666316, -22.803965380266703), (-31.196621040567607, -16.90957258673106)]",22
0,3000,41,9.585159520503085,2,2631,8.471889144172305,0.7528823426907145,1.740343575338867,0.9969721909210377,9.967220153377337,7,0,1442.0746210218795,"(-0.4093150274170796, -143.22884545836635)","(30.17691228804597, 58.24410014758777)","[(2.4379050810786396, -22.516732066216804), (37.955262494692874, 35.12882403869128), (-75.04839920558518, 159.84547731134552)]",21
0,1000,11,4.696827435990569,0,3791,2.6579753857490807,0.4188952781280195,1.3638955880561037,1.2069180286854764,15.069062299060125,3,2,430.76510179589627,"(-27.287219703493165, 103.53987357745001)","(41.50284610990093, -65.4724150654663)","[(49.72795337510291, 127.07594874990838)]",21
0,2000,1,8.255205792082993,0,4490,9.961230999178724,1.9737607226534244,2.6914105771271037,0.6275226833176778,5.024607249134437,3,0,465.510411584166,"(-61.78016954861754, -63.112214927423565)","(-2.2170758766218626, 20.350580057435536)","[(47.72378471520648, 32.25233309350125), (-66.41050737231924, 151.7884174609418), (53.13114145728974, -30.68716597330001), (77.66764837111845, -126.05036086724061)]",43
0,3000,39,5.474138133301017,1,4267,0.24395844067806927,0.9571869230252288,1.6001997627858722,2.589757310131205,8.18389621334498,7,0,1067.1741615962192,"(-8.913628564492527, -50.25862892941302)","(21.944566556846027, 124.41667447524787)","[(60.80279240965328, -23.45532597379551), (-30.876255930217916, 6.957949456812258), (-89.37512645090078, 51.530028353895204)]",33
